Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h),Longitude (x),Latitude (y),Station Name,Climate ID,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),DateNum,FlowRate_05BA002,FlowRate_05BA001,FlowRate_05BB001,FlowRate_05BC001,FlowRate_05BD004,FlowRate_05BC008,FlowRate_05BE007,FlowRate_05BE004,FlowRate_05BF025,FlowRate_05BH013,FlowRate_05BG010,FlowRate_05BG006,FlowRate_05BE999,FlowRate_05BH015,FlowRate_05BH005,FlowRate_05BH008,FlowRate_05BH004
-115.55,51.19,BANFF CS,3050519,2010-03-21,8.5,0.1,4.3,13.7,0,,,0,,24,37,-115.03,51.03,KANANASKIS,3053600,10.5,4,7.3,10.7,0,0,0,0,0,734218,0.83,NaN,7.18,1.23,5.28,0.371,8.05,35.4,8.86,NaN,1.61,0.59,53.3,0.355,48.1,45.3,47
-115.55,51.19,BANFF CS,3050519,2010-03-22,7.7,-1.3,3.2,14.8,0,,,0,,23,33,-115.03,51.03,KANANASKIS,3053600,8.5,-4,2.3,15.7,0,0,0,0,0,734219,0.85,NaN,7.16,1.24,8.74,0.374,9.73,46.6,16,NaN,1.59,0.65,53.4,0.405,47.6,46.8,48.6
-115.55,51.19,BANFF CS,3050519,2010-03-23,8.3,-1.5,3.4,14.6,0,,,0.2,,23,37,-115.03,51.03,KANANASKIS,3053600,9.5,-7,1.3,16.7,0,0,0,0,0,734220,0.82,NaN,7.11,1.24,5.6,0.376,9.69,49.1,16.1,NaN,1.63,0.67,53.2,0.38,48.5,46.6,48.4
-115.55,51.19,BANFF CS,3050519,2010-03-24,8.9,-5.6,1.7,16.3,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,7,-2,2.5,15.5,0,0,0,0,0,734221,0.8,NaN,7.1,1.25,8.66,0.376,9.95,47.9,16.1,NaN,1.65,0.64,52.9,0.405,47.8,46.7,48.4
-115.55,51.19,BANFF CS,3050519,2010-03-25,12.8,-6.9,3,15,0,,,0,1,22,32,-115.03,51.03,KANANASKIS,3053600,14.5,-7,3.8,14.2,0,0,0,0,0,734222,0.784,NaN,7.05,1.26,8.41,0.381,9.35,47.5,16.1,NaN,1.69,0.622,52.4,0.428,47.4,46.7,48.5
-115.55,51.19,BANFF CS,3050519,2010-03-26,9.9,0.7,5.3,12.7,0,,,0.2,,23,35,-115.03,51.03,KANANASKIS,3053600,10,2,6,12,0,0,0,0,0,734223,0.8,NaN,7.13,1.28,3.13,0.386,9.85,47.4,15.3,NaN,1.7,0.645,52.6,0.489,47.4,46.7,47.5
-115.55,51.19,BANFF CS,3050519,2010-03-27,10.2,1.6,5.9,12.1,0,,,0,,26,46,-115.03,51.03,KANANASKIS,3053600,11.5,3,7.3,10.7,0,0,0,0,0,734224,0.83,NaN,7.21,1.3,5.45,0.389,6.88,33.7,5.22,NaN,1.78,0.665,49.9,0.533,43.4,43.9,45.3
-115.55,51.19,BANFF CS,3050519,2010-03-28,9.5,-1,4.3,13.7,0,,,0,,26,44,-115.03,51.03,KANANASKIS,3053600,14,3,8.5,9.5,0,0,0,0,0,734225,0.859,NaN,7.15,1.31,5.26,0.398,7.57,30.7,5.24,NaN,1.74,0.68,49.7,0.6,43.1,42.4,42.8
-115.55,51.19,BANFF CS,3050519,2010-03-29,9.3,-1.4,4,14,0,,,2.4,,25,54,-115.03,51.03,KANANASKIS,3053600,8,2,5,13,0,0,6.6,6.6,0,734226,0.877,NaN,7.13,1.32,4.62,0.399,9.57,44,16,NaN,1.68,0.701,52.6,0.641,47.3,45.3,45.3
-115.55,51.19,BANFF CS,3050519,2010-03-30,5.3,-3.3,1,17,0,,,1.8,,32,39,-115.03,51.03,KANANASKIS,3053600,5.5,-5,0.3,17.7,0,0,0,0,6,734227,0.8,NaN,7.12,1.33,4.76,0.394,10.4,44.4,16,NaN,1.64,0.697,51.1,0.625,46.1,45.3,45.1
-115.55,51.19,BANFF CS,3050519,2010-03-31,5.2,-5.4,-0.1,18.1,0,,,0.4,,32,35,-115.03,51.03,KANANASKIS,3053600,5.5,-3.5,1,17,0,0,0,0,3,734228,0.78,NaN,6.86,1.3,8.84,0.389,10.1,46.3,16,NaN,1.59,0.65,51.4,0.603,46.3,45.4,46.2
-115.55,51.19,BANFF CS,3050519,2010-04-01,6,-8,-1,19,0,,,0,,20,37,-115.03,51.03,KANANASKIS,3053600,6,-7.5,-0.8,18.8,0,0,0,0,0,734229,0.754,NaN,6.63,1.31,5.15,0.393,9.74,46.5,13.6,NaN,1.57,0.606,49.4,0.575,43.6,43.9,44.5
-115.55,51.19,BANFF CS,3050519,2010-04-02,3.9,-4.5,-0.3,18.3,0,,,0,,24,32,-115.03,51.03,KANANASKIS,3053600,6,-2.5,1.8,16.2,0,0,0,0,0,734230,0.745,NaN,6.63,1.34,5.33,0.393,7.92,38.6,9.97,NaN,1.56,0.62,49,0.557,41.1,42.5,42.8
-115.55,51.19,BANFF CS,3050519,2010-04-03,4.2,-2.1,1.1,16.9,0,,,0,,27,44,-115.03,51.03,KANANASKIS,3053600,5,-3.5,0.8,17.2,0,0,0,0,0,734231,0.735,NaN,6.71,1.36,4.76,0.398,8.1,30.7,5.09,NaN,1.52,0.552,47.6,0.527,40.7,42.5,43.3
-115.55,51.19,BANFF CS,3050519,2010-04-04,5.2,-4,0.6,17.4,0,,,0,,23,39,-115.03,51.03,KANANASKIS,3053600,6,-1.5,2.3,15.7,0,0,0,0,0,734232,0.725,NaN,6.63,1.36,4.79,0.403,7.67,31.3,5.3,NaN,1.52,0.494,48.6,0.497,41.9,42.4,42.6
-115.55,51.19,BANFF CS,3050519,2010-04-05,7.4,-9.6,-1.1,19.1,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,8,-11,-1.5,19.5,0,0,0,0,0,734233,0.713,NaN,6.4,1.36,5.99,0.404,8,42,16,NaN,1.52,0.52,51.4,0.491,45.9,43.8,43.7
-115.55,51.19,BANFF CS,3050519,2010-04-06,7.7,-3.5,2.1,15.9,0,,,0,,24,33,-115.03,51.03,KANANASKIS,3053600,9.5,-4.5,2.5,15.5,0,0,0,0,0,734234,0.698,NaN,6.55,1.37,5.59,0.405,8.91,42.7,15.9,NaN,1.48,0.555,51.8,0.492,46.4,43.8,44.1
-115.55,51.19,BANFF CS,3050519,2010-04-07,6.3,-2,2.2,15.8,0,,,0,,24,54,-115.03,51.03,KANANASKIS,3053600,9.5,1.5,5.5,12.5,0,0,0,0,0,734235,0.71,NaN,6.91,1.37,5.96,0.411,8.75,43.9,15.9,NaN,1.48,0.571,52.2,0.483,46,43.8,44.2
-115.55,51.19,BANFF CS,3050519,2010-04-08,3,-5.2,-1.1,19.1,0,,,7.7,,,<31,-115.03,51.03,KANANASKIS,3053600,9,2.5,5.8,12.2,0,0,0,0,0,734236,0.718,NaN,7.23,1.36,6.29,0.476,7.76,44.9,15.7,NaN,1.46,0.568,51.4,0.491,45.7,43.1,44.1
-115.55,51.19,BANFF CS,3050519,2010-04-09,-0.4,-7,-3.7,21.7,0,,,0.6,9,23,44,-115.03,51.03,KANANASKIS,3053600,1.5,-5,-1.8,19.8,0,0,0.2,0.2,0,734237,0.705,NaN,7.28,1.35,5.64,0.536,8.12,43.2,15.8,NaN,1.45,0.552,50.5,0.444,43,43.1,43.4
-115.55,51.19,BANFF CS,3050519,2010-04-10,2.2,-10.1,-4,22,0,,,0,8,20,33,-115.03,51.03,KANANASKIS,3053600,4,-8,-2,20,0,0,0,0,0,734238,0.698,NaN,7.42,1.34,4.71,0.537,7.19,31,5.22,NaN,1.46,0.542,50.2,0.439,43.4,42.5,42.8
-115.55,51.19,BANFF CS,3050519,2010-04-11,2,-10.7,-4.4,22.4,0,,,0.3,6,5,32,-115.03,51.03,KANANASKIS,3053600,3.5,-13,-4.8,22.8,0,0,0.6,0.6,0,734239,0.73,NaN,7.77,1.32,3.72,0.552,7.45,29,5.36,NaN,1.43,0.53,47.9,0.466,41.1,42.4,42.4
-115.55,51.19,BANFF CS,3050519,2010-04-12,2.8,-6.2,-1.7,19.7,0,,,0,5,7,32,-115.03,51.03,KANANASKIS,3053600,3,-4.5,-0.8,18.8,0,0,0,0,0,734240,0.8,NaN,7.88,1.33,5.34,0.551,7.79,39.2,15.7,NaN,1.44,0.507,50.8,0.519,45,42.4,42.7
-115.55,51.19,BANFF CS,3050519,2010-04-13,9.9,-6.6,1.7,16.3,0,,,0.3,2,,<31,-115.03,51.03,KANANASKIS,3053600,7,-8,-0.5,18.5,0,0,0,0,0,734241,0.9,NaN,8.08,1.34,4.85,0.56,7.24,43,16.8,NaN,1.47,0.476,50.8,0.486,44.8,42.3,42.4
-115.55,51.19,BANFF CS,3050519,2010-04-14,15.6,-2,6.8,11.2,0,,,0,,3,33,-115.03,51.03,KANANASKIS,3053600,17,-3,7,11,0,0,0,0,0,734242,0.995,NaN,8.19,1.36,5.64,0.48,7.83,42.3,16.7,NaN,1.48,0.527,51.2,0.485,44.5,43.2,43.1
-115.55,51.19,BANFF CS,3050519,2010-04-15,16,-7.1,4.5,13.5,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,17,-7,5,13,0,0,0,0,0,734243,1.09,NaN,8.26,1.38,5.57,0.347,7.26,43.7,16.7,NaN,1.45,0.592,50.6,0.473,42.6,43.1,43.7
-115.55,51.19,BANFF CS,3050519,2010-04-16,17.4,-3.9,6.8,11.2,0,,,0.5,,,<31,-115.03,51.03,KANANASKIS,3053600,19,-5,7,11,0,0,0,0,0,734244,1.21,NaN,8.31,1.4,5.5,0.352,7.73,39.2,10.9,NaN,1.43,0.715,50.3,0.478,43.5,43.2,43.5
-115.55,51.19,BANFF CS,3050519,2010-04-17,21.2,-3.2,9,9,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,21,-3,9,9,0,0,0,0,0,734245,1.39,NaN,8.59,1.43,5.35,0.354,7.65,32.5,5.16,NaN,1.43,0.818,48.9,0.529,41.2,42.6,43.2
-115.55,51.19,BANFF CS,3050519,2010-04-18,16.9,2.6,9.8,8.2,0,,,0.7,,25,33,-115.03,51.03,KANANASKIS,3053600,19,3,11,7,0,0,0,0,0,734246,1.85,NaN,9.13,1.45,3.75,0.358,8.38,31.1,5.11,NaN,1.44,0.87,48.5,0.548,40.5,42.5,42.5
-115.55,51.19,BANFF CS,3050519,2010-04-19,19.2,-2.9,8.2,9.8,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,19,-3.5,7.8,10.2,0,0,0,0,0,734247,2.2,NaN,10.1,1.51,5.5,0.355,7.23,44,16.7,NaN,1.46,0.918,50.4,0.58,42.8,42.4,43
-115.55,51.19,BANFF CS,3050519,2010-04-20,21.9,-3.5,9.2,8.8,0,,,1.1,,,<31,-115.03,51.03,KANANASKIS,3053600,22.5,-3,9.8,8.2,0,0,0,0,0,734248,4.02,NaN,11.3,1.71,5.37,0.358,7.72,44.6,15.7,NaN,1.47,1.02,51.2,0.569,43.5,43.2,43.3
-115.55,51.19,BANFF CS,3050519,2010-04-21,23.1,-2.7,10.2,7.8,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,24,-2,11,7,0,0,0,0,0,734249,6.72,NaN,13.7,1.92,5.53,0.359,8.04,45.2,14.4,NaN,1.48,1.21,51,0.588,43.7,43.2,44.1
-115.55,51.19,BANFF CS,3050519,2010-04-22,13.5,0.5,7,11,0,,,11.9,1,,<31,-115.03,51.03,KANANASKIS,3053600,14.5,-0.5,7,11,0,11,10.6,21.6,0,734250,7.89,NaN,18.2,1.98,5.11,0.364,4.69,44.8,14.4,NaN,1.51,1.26,50.2,0.601,43.3,43.2,43.7
-115.55,51.19,BANFF CS,3050519,2010-04-23,10,-0.4,4.8,13.2,0,,,8.4,5,21,41,-115.03,51.03,KANANASKIS,3053600,9.5,-1,4.3,13.7,0,0,0,0,7,734251,5.32,NaN,20.4,1.93,5.11,0.392,10.2,53.9,14.4,NaN,1.49,1.11,56.5,0.647,49.4,46.7,46.5
-115.55,51.19,BANFF CS,3050519,2010-04-24,7.2,-4.4,1.4,16.6,0,0,,2.3,1,25,37,-115.03,51.03,KANANASKIS,3053600,8.5,-4,2.3,15.7,0,2,0,2,0,734252,3.67,NaN,19,1.8,5.28,0.369,7.99,46.3,6.09,NaN,1.49,0.973,55,0.705,48.5,48.1,51
-115.55,51.19,BANFF CS,3050519,2010-04-25,8.6,-3.2,2.7,15.3,0,,,0,1,32,39,-115.03,51.03,KANANASKIS,3053600,9.5,-2,3.8,14.2,0,0,0,0,0,734253,2.97,NaN,17.1,1.71,5.36,0.362,7.55,41.9,5.06,NaN,1.47,0.813,54.4,0.719,47.1,49.5,52.1
-115.55,51.19,BANFF CS,3050519,2010-04-26,10.3,-6.3,2,16,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,11,-5,3,15,0,0,0,0,0,734254,2.65,NaN,15.4,1.69,5.81,0.361,7.75,48.8,14.4,NaN,1.46,0.781,56.1,0.701,49.7,50.9,51.9
-115.55,51.19,BANFF CS,3050519,2010-04-27,11.2,-4,3.6,14.4,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,10.5,-4,3.3,14.7,0,6.4,0,6.4,0,734255,2.56,NaN,14.8,1.72,5.55,0.382,8.4,52.3,14.2,NaN,1.45,0.749,63.1,0.7,58.2,56.7,56.6
-115.55,51.19,BANFF CS,3050519,2010-04-28,5.7,0.2,3,15,0,0,,5.6,,,<31,-115.03,51.03,KANANASKIS,3053600,2.5,-2,0.3,17.7,0,6,13.8,19.8,0,734256,2.63,NaN,14.4,1.75,5.79,0.377,9.15,51.1,14.6,NaN,1.53,0.927,69.9,0.819,63.1,62.3,66.8
-115.55,51.19,BANFF CS,3050519,2010-04-29,7,-0.3,3.4,14.6,0,,,2,3,3,33,-115.03,51.03,KANANASKIS,3053600,5,-1,2,16,0,0,0,0,9,734257,2.47,NaN,14.2,1.76,6.15,0.387,7.87,63.3,17.5,NaN,1.61,1.06,69.5,1.23,63.8,65.7,68.5
-115.55,51.19,BANFF CS,3050519,2010-04-30,11.3,-5.6,2.9,15.1,0,,,0,1,,<31,-115.03,51.03,KANANASKIS,3053600,11.5,-5,3.3,14.7,0,0,0,0,3,734258,2.31,NaN,13.5,1.73,5.63,0.388,8.81,59.5,17.8,NaN,1.65,0.961,71.9,1.34,65,64.9,68.2
-115.55,51.19,BANFF CS,3050519,2010-05-01,11.8,-5.7,3.1,14.9,0,,,0,,5,32,-115.03,51.03,KANANASKIS,3053600,12,-5,3.5,14.5,0,0,0,0,0,734259,2.38,3.82,13.2,1.73,5.33,0.385,8.21,42.2,7.31,0.134,1.67,1.13,57.1,1.85,52.7,55.2,58.3
-115.55,51.19,BANFF CS,3050519,2010-05-02,10.8,-2.4,4.2,13.8,0,,,0,,21,43,-115.03,51.03,KANANASKIS,3053600,12,-2,5,13,0,0,0,0,0,734260,2.46,3.88,13.3,1.72,5.36,0.379,7.81,41.1,7.41,0.094,1.67,1.55,57,1.96,51.9,50.9,53.7
-115.55,51.19,BANFF CS,3050519,2010-05-03,5.2,-0.1,2.6,15.4,0,,,2.1,,30,43,-115.03,51.03,KANANASKIS,3053600,9.5,-2,3.8,14.2,0,0,2.6,2.6,0,734261,2.42,3.84,13.3,1.75,6.68,0.382,7.58,54.1,16.7,0.073,1.82,1.95,59.9,1.84,56.5,58,58.9
-115.55,51.19,BANFF CS,3050519,2010-05-04,6.2,-1.4,2.4,15.6,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,3.5,-1,1.3,16.7,0,0,4.6,4.6,1,734262,2.24,3.61,13.2,1.75,6.57,0.374,7.98,50.2,16.7,0.065,1.87,1.41,60.2,1.82,56.3,56.7,58.3
-115.55,51.19,BANFF CS,3050519,2010-05-05,2.3,-4.5,-1.1,19.1,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,0.5,-5,-2.3,20.3,0,0,4.2,4.2,5,734263,2.1,3.38,12.7,1.74,5.99,0.379,9.34,52.1,16.5,0.056,1.74,1.07,61.6,1.53,55.7,56.6,58.4
-115.55,51.19,BANFF CS,3050519,2010-05-06,5.2,-4.2,0.5,17.5,0,,,0.5,,,<31,-115.03,51.03,KANANASKIS,3053600,3.5,-5.5,-1,19,0,0,1.4,1.4,7,734264,1.98,3.15,12.3,1.72,5.58,0.381,8.28,52.2,16.6,0.053,1.66,0.907,60.7,1.35,56.3,55.2,57.2
-115.55,51.19,BANFF CS,3050519,2010-05-07,6.6,-4.1,1.3,16.7,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,7,-7.5,-0.3,18.3,0,0,0,0,1,734265,1.91,2.98,12,1.72,5.66,0.377,8.83,52.7,16.6,0.052,1.59,0.8,60.9,1.19,54.8,52.4,54.5
-115.55,51.19,BANFF CS,3050519,2010-05-08,9.7,-5.5,2.1,15.9,0,,,0,,7,33,-115.03,51.03,KANANASKIS,3053600,7.5,-8,-0.3,18.3,0,0,0,0,0,734266,1.88,2.94,11.8,1.73,4.72,0.379,9.4,39.6,7.38,0.05,1.55,0.787,51.8,1.19,45,45.3,47.9
-115.55,51.19,BANFF CS,3050519,2010-05-09,8.5,-4.3,2.1,15.9,0,,,1,,32,39,-115.03,51.03,KANANASKIS,3053600,7.5,-8,-0.3,18.3,0,0,1,1,0,734267,1.92,2.97,11.8,1.73,4.53,0.37,8.86,40.6,7.27,0.053,1.5,0.849,50.9,1.23,44.5,43.9,45.9
-115.55,51.19,BANFF CS,3050519,2010-05-10,12.4,-6.4,3,15,0,,,0.3,,18,32,-115.03,51.03,KANANASKIS,3053600,10,-6.5,1.8,16.2,0,0,0,0,0,734268,1.97,3.02,11.7,1.71,5.43,0.365,8.8,50.5,16.6,0.056,1.51,0.863,58.5,1.26,52.5,51,51.5
-115.55,51.19,BANFF CS,3050519,2010-05-11,13.1,-6.5,3.3,14.7,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,12.5,-6,3.3,14.7,0,0,0,0,0,734269,2.12,3.15,11.9,1.71,5.41,0.364,9.44,43.1,8.49,0.06,1.52,0.906,58.5,1.19,51.6,55.3,56.9
-115.55,51.19,BANFF CS,3050519,2010-05-12,16.5,-4.6,6,12,0,,,0,,24,32,-115.03,51.03,KANANASKIS,3053600,17.5,-4.5,6.5,11.5,0,0,0,0,0,734270,2.42,3.45,11.8,1.71,5.32,0.363,9.34,50.2,16.5,0.075,1.54,0.976,60.8,1.08,53.9,55.1,57.1
-115.55,51.19,BANFF CS,3050519,2010-05-13,16,-3.7,6.2,11.8,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,18,-3,7.5,10.5,0,0,0,0,0,734271,3.05,3.93,12.4,1.73,5.41,0.363,8.45,48.1,15.3,0.11,1.6,1.29,57.8,1.06,50.9,52.6,56.7
-115.55,51.19,BANFF CS,3050519,2010-05-14,17.1,-3,7.1,10.9,0,,,0,,24,32,-115.03,51.03,KANANASKIS,3053600,18.5,-2.5,8,10,0,0,0,0,0,734272,3.53,4.37,13.7,1.75,5.38,0.364,6.59,48.2,15.4,0.175,1.61,1.66,58.4,1.12,57.1,50.2,53.6
-115.55,51.19,BANFF CS,3050519,2010-05-15,19.3,-0.9,9.2,8.8,0,,,0,,1,33,-115.03,51.03,KANANASKIS,3053600,20,-1,9.5,8.5,0,0,0,0,0,734273,4.24,4.98,15.4,1.84,5.04,0.364,8.31,39.6,4.99,0.354,1.56,2.09,52.8,1.24,50.1,48.1,50.2
-115.55,51.19,BANFF CS,3050519,2010-05-16,19.6,-2,8.8,9.2,0,,,0,,22,33,-115.03,51.03,KANANASKIS,3053600,22,-1,10.5,7.5,0,0,0,0,0,734274,5.48,5.77,18.7,2.11,5.17,0.365,10,43.8,8.56,0.599,1.47,2.79,52.3,1.49,47.1,48,49.1
-115.55,51.19,BANFF CS,3050519,2010-05-17,23.3,2.9,13.1,4.9,0,,,0.3,,,<31,-115.03,51.03,KANANASKIS,3053600,25,4.5,14.8,3.2,0,0,0,0,0,734275,7.31,7.21,23.9,2.62,6.61,0.364,14.1,56.8,13.1,0.884,1.45,3.33,75.6,1.97,66.9,53.7,53
-115.55,51.19,BANFF CS,3050519,2010-05-18,24.2,4.1,14.2,3.8,0,,,2.7,,,<31,-115.03,51.03,KANANASKIS,3053600,23.5,3,13.3,4.7,0,0.4,0,0.4,0,734276,11.1,10.1,35,3.26,6.42,0.364,11.1,68.8,15.1,1.13,1.41,4.05,71.4,2.56,64.7,59.4,60.9
-115.55,51.19,BANFF CS,3050519,2010-05-19,17.5,6.1,11.8,6.2,0,,,0.2,,23,32,-115.03,51.03,KANANASKIS,3053600,17.5,11.5,14.5,3.5,0,1.6,0,1.6,0,734277,16.9,15.9,62.7,4.17,4.88,0.415,8.85,77.4,12.2,1.25,1.35,4.73,71.3,3.3,64.3,68.6,68.6
-115.55,51.19,BANFF CS,3050519,2010-05-20,10.2,1.7,6,12,0,,,0.2,,24,32,-115.03,51.03,KANANASKIS,3053600,11,0,5.5,12.5,0,0.2,0,0.2,0,734278,16,20,82.1,3.97,4.84,0.427,7.81,106,13.4,1.13,1.32,3.72,94.9,3.77,81.4,86.3,82.4
-115.55,51.19,BANFF CS,3050519,2010-05-21,,2.3,,,,,,,,,<31,-115.03,51.03,KANANASKIS,3053600,11,3,7,11,0,0,0,0,0,734279,11.2,19,68.4,3.33,4.84,0.413,8.84,116,18.3,0.911,1.28,2.32,112,3.04,99.2,108,102
-115.55,51.19,BANFF CS,3050519,2010-05-22,11.1,-5.6,2.8,15.2,0,,,0.6,,2,39,-115.03,51.03,KANANASKIS,3053600,10,-3,3.5,14.5,0,3,1,4,0,734280,8.69,16.7,55.8,3.05,2.92,0.399,8.06,96.6,8.78,0.764,1.25,1.75,106,2.49,94.8,100,97.8
-115.55,51.19,BANFF CS,3050519,2010-05-23,11.2,-0.6,5.3,12.7,0,,,0.2,,23,35,-115.03,51.03,KANANASKIS,3053600,12.5,-1,5.8,12.2,0,0,0,0,0,734281,7.3,14.4,47.6,2.84,0.368,0.393,7.37,83.2,7.57,0.697,1.22,1.51,97.4,2.16,84.2,94.8,91.6
-115.55,51.19,BANFF CS,3050519,2010-05-24,15.4,-5.7,4.9,13.1,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,15,-4,5.5,12.5,0,0,0,0,0,734282,6.32,12.6,41,2.69,4.22,0.39,7.76,85.9,17.1,0.653,1.22,1.33,96.7,1.93,82.9,86.3,84.9
-115.55,51.19,BANFF CS,3050519,2010-05-25,14.5,-3,5.8,12.2,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,16.5,-2.5,7,11,0,0,0,0,0,734283,6.02,11.2,37.5,2.62,5.18,0.388,8.3,83.3,17.1,0.615,1.22,1.21,102,1.73,89.9,89.1,85.6
-115.55,51.19,BANFF CS,3050519,2010-05-26,10.1,-2.5,3.8,14.2,0,,,0,,1,43,-115.03,51.03,KANANASKIS,3053600,11,-2,4.5,13.5,0,8.2,0,8.2,0,734284,5.83,10.5,35.6,2.58,5.42,0.388,15.5,83.7,17,0.6,1.22,1.2,97.5,1.58,86,87.6,85.2
-115.55,51.19,BANFF CS,3050519,2010-05-27,7.9,2,5,13,0,,,3.7,1,,<31,-115.03,51.03,KANANASKIS,3053600,5,0,2.5,15.5,0,6,20.8,26.8,0,734285,5.67,10.2,35,2.62,4.72,0.391,14.4,84.5,16.7,0.758,1.26,1.57,107,1.7,92.4,96.1,99.5
-115.55,51.19,BANFF CS,3050519,2010-05-28,8.2,0.6,4.4,13.6,0,,,3.4,1,,<31,-115.03,51.03,KANANASKIS,3053600,5,-0.5,2.3,15.7,0,0.6,3.2,3.8,7,734286,5.5,10.1,34.4,2.54,4.7,0.37,2.25,82.5,16.8,0.807,1.38,2.53,108,3.07,97.1,98.9,96.6
-115.55,51.19,BANFF CS,3050519,2010-05-29,3.4,0.3,1.9,16.1,0,,,2.8,2,,<31,-115.03,51.03,KANANASKIS,3053600,2,-1,0.5,17.5,0,0,9.7,9.7,5,734287,5.11,9.63,33.3,2.52,4.51,0.377,8.78,75.4,15.4,0.815,1.56,2.88,95.8,4.81,90.8,93.4,94.4
-115.55,51.19,BANFF CS,3050519,2010-05-30,9.8,-0.2,4.8,13.2,0,,,1.1,2,,<31,-115.03,51.03,KANANASKIS,3053600,5.5,-1,2.3,15.7,0,4.2,0,4.2,4,734288,4.77,9.03,32.1,2.54,0.368,0.396,7.66,74.8,15.6,0.789,1.63,2.37,95.8,4.88,89,89.2,87.5
-115.55,51.19,BANFF CS,3050519,2010-05-31,11,1.2,6.1,11.9,0,,,0.6,1,,<31,-115.03,51.03,KANANASKIS,3053600,7,0,3.5,14.5,0,0.2,0,0.2,0,734289,4.53,8.64,30.7,2.47,5.21,0.401,7.91,71,16.8,0.795,1.66,2.39,95,4.3,88.9,89.2,86.1
-115.55,51.19,BANFF CS,3050519,2010-06-01,16.2,-0.7,7.8,10.2,0,,,1.8,,18,32,-115.03,51.03,KANANASKIS,3053600,16.5,-0.5,8,10,0,2.8,0,2.8,0,734290,4.6,8.46,30.1,2.43,4.94,0.395,7.83,71.2,15.4,0.856,1.73,2.17,83.3,4.27,75.7,85,83.2
-115.55,51.19,BANFF CS,3050519,2010-06-02,13.5,3.1,8.3,9.7,0,,,0.2,,26,32,-115.03,51.03,KANANASKIS,3053600,15.5,2,8.8,9.2,0,0,0,0,0,734291,5.48,9.16,31.8,2.53,6.91,0.391,8.14,72.2,15.5,1.13,1.68,2.53,86,4.44,80.2,84.9,82.4
-115.55,51.19,BANFF CS,3050519,2010-06-03,13,4.9,9,9,0,,,2.6,,27,43,-115.03,51.03,KANANASKIS,3053600,15,7.5,11.3,6.7,0,0,0,0,0,734292,6.89,10.9,37.1,2.7,3.15,0.392,7.04,73.3,12,1.56,1.6,3.21,85.5,4.76,79.2,86,83.6
-115.55,51.19,BANFF CS,3050519,2010-06-04,13.5,-1.9,5.8,12.2,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,16,0,8,10,0,0,0,0,0,734293,6.64,11.3,41.6,2.77,1.83,0.388,7.2,72.5,11.9,1.67,1.53,2.95,89.1,5.13,82.6,82.1,80.4
-115.55,51.19,BANFF CS,3050519,2010-06-05,14.1,4.3,9.2,8.8,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,16,3,9.5,8.5,0,0.4,0,0.4,0,734294,6.58,11.1,40.2,2.72,0.377,0.392,7.79,73.4,9.76,1.53,1.49,2.78,87.9,4.94,80.5,82,79.9
-115.55,51.19,BANFF CS,3050519,2010-06-06,17.5,0.8,9.2,8.8,0,,,1.5,,,<31,-115.03,51.03,KANANASKIS,3053600,18,1,9.5,8.5,0,1.4,0,1.4,0,734295,7,11.3,41.3,2.83,0.381,0.396,9.65,76.4,10.4,1.44,1.47,2.96,90.8,4.79,84.6,84.9,81.6
-115.55,51.19,BANFF CS,3050519,2010-06-07,14.7,5.8,10.3,7.7,0,,,1.9,,23,33,-115.03,51.03,KANANASKIS,3053600,17.5,4.5,11,7,0,1.4,0,1.4,0,734296,8.25,12.2,44.8,3.02,0.381,0.402,7.95,76,11.9,1.42,1.5,3.71,89.1,4.48,85.5,90.7,86
